T: parent_occ, child_nursery, form, num_child, housing, finance, social_cond, health_cond, decision
great_pret,very_crit,foster,more,critical,inconv,nonprob,recommended,spec_prior
great_pret,very_crit,foster,more,critical,inconv,nonprob,priority,spec_prior
great_pret,very_crit,foster,more,critical,inconv,nonprob,not_recom,not_recom
great_pret,very_crit,foster,more,critical,inconv,slightly_prob,recommended,spec_prior
great_pret,very_crit,foster,more,critical,inconv,slightly_prob,priority,spec_prior
great_pret,very_crit,foster,more,critical,inconv,slightly_prob,not_recom,not_recom
great_pret,very_crit,foster,more,critical,inconv,problematic,recommended,spec_prior
great_pret,very_crit,foster,more,critical,inconv,problematic,priority,spec_prior
great_pret,very_crit,foster,more,critical,inconv,problematic,not_recom,not_recom

